text,emotion
The joy I feel from the outcome is something I'll never forget. I needed to get that off my chest.,Happy
"Looking back, I'm so frustrated with the project, it makes my blood boil. And that's just how it is.",Anger
I always knew that My eyes are swollen from all the crying I've done this week.,Sad
"I had a phone call with a friend, nothing big.",Normal
Why do I feel so joyful?,Happy
I am fed up.,Anger
"At this point, I miss the way things used to be before all of this happened. Just needed to share this.",Sad
I feel content and at peace with where my life is right now. I'm still processing everything.,Happy
"Thinking about it now, I hugged the doctor tight and felt so much love and warmth. And that's just how it is.",Happy
"Thinking about it now, I'm beaming with pride over what I accomplished with the deadline. It is what it is.",Happy
"No one told me but I checked in with my supervisor and everything seems to be in order. Life goes on, I suppose.",Normal
I'm fine.,Normal
"To be honest, The project at the decision is moving along at a steady pace.",Normal
I went for a walk in the evening to clear my head a bit. I needed to get that off my chest.,Normal
I am consistently normal.,Normal
"At this point, the proposal turned out even better than I ever imagined it would.",Happy
"Thinking about it now, The afternoon was quiet and I got some reading done.",Normal
"To be honest, The joy I feel from the competition is something I'll never forget. Just needed to share this.",Happy
I am not doing good.,Sad
I need to vent — I'm beaming with pride over what I accomplished with the exam. I don't know what to do.,Happy
"I have to say, I keep grinning to myself thinking about how well the conference went. It's just too much.",Happy
I'm not feeling happy.,Sad
"I am not great, not bad.",Normal
"I have to say, The project at the exam is moving along at a steady pace. Life goes on, I suppose.",Normal
I feel lucky.,Happy
"Thinking about it now, The loneliness after the office is something I wasn't prepared for. It is what it is.",Sad
"Thinking about it now, my supervisor called me this afternoon and we talked for a while. I needed to get that off my chest.",Normal
The loneliness after the competition is something I wasn't prepared for. It's just too much.,Sad
I need to vent — my boss surprised me today and I couldn't stop smiling all day. It's just too much.,Happy
I threw the papers across the room when I heard the news. I'll figure it out.,Anger
"Somehow, I'm done tolerating this kind of behavior from my friend. Just needed to share this.",Anger
I need to vent — I took the usual route to the event this morning. Just needed to share this.,Normal
I am in a great mood.,Happy
The afternoon was quiet and I got some reading done. I needed to get that off my chest.,Normal
Rage is all I feel.,Anger
I spent the afternoon organizing some files on my computer. I needed to get that off my chest.,Normal
No one told me but I read a book for a bit before going to bed last night. I'll figure it out.,Normal
I feel ordinary.,Normal
I updated my schedule and moved a few tasks around. I needed to get that off my chest.,Normal
"Looking back, I'm absolutely thrilled about the office, it's the best news ever!",Happy
The silence in the house since the decision is unbearable.,Sad
I'm not feeling sad.,Normal
"To be honest, I laughed until my stomach hurt with my boss today.",Happy
I can't stand how my sister always acts so absurd. And that's just how it is.,Anger
"No one told me but I just sat in the dark, too sad to move or do anything. I don't know what to do.",Sad
I feel hopeless.,Sad
I feel like giving up.,Sad
The flight got delayed again and I'm done being polite.,Anger
I can't stop crying.,Sad
Everything reminds me of my mentor and the pain comes flooding back. Just needed to share this.,Sad
"Honestly, Seeing my teammate's belongings just makes the sadness worse. And that's just how it is.",Sad
I feel deep sadness.,Sad
"Right now, I'm so happy I feel like I could burst, this is incredible! I'm still processing everything.",Happy
"I have to say, Every single day it's the same reckless behavior from my brother. I don't know what to do.",Anger
"Honestly, I can't believe my roommate did that to me, it's completely thoughtless! I don't know what to do.",Anger
"Honestly, I can't stop the tears whenever I think about the decision.",Sad
the trip turned out even better than I ever imagined it would.,Happy
I cried myself to sleep again last night because of the results. And that's just how it is.,Sad
"Thinking about it now, I feel utterly alone and abandoned by everyone around me. I'll figure it out.",Sad
"Thinking about it now, the deadline turned out even better than I ever imagined it would. It's just too much.",Happy
I'm so stoked about this!,Happy
I am pissed off.,Anger
"Thinking about it now, I can't stop the tears whenever I think about the office. Life goes on, I suppose.",Sad
I am absolutely seething at what my teacher just did.,Anger
I am extremely angry.,Anger
I need to vent — my mentor is no longer here and I miss them so much. I don't know what to do.,Sad
I am very happy.,Happy
"Thinking about it now, I updated my schedule and moved a few tasks around. I needed to get that off my chest.",Normal
I am intensely angry.,Anger
"At this point, The project at the meeting is moving along at a steady pace.",Normal
No one told me but I can't forgive she for what they did to work. I'm still processing everything.,Anger
Why does it feel like no one understands how sad I am?,Sad
"I have to say, The commute was about the same as usual today.",Normal
"Thinking about it now, I keep reaching for my phone to call my mentor and then remember.",Sad
my boss is no longer here and I miss them so much. And that's just how it is.,Sad
I am not feeling too much.,Normal
Why does my sister always find a way to ruin everything?,Anger
I talked briefly with she about the upcoming plans.,Normal
I wish I could turn back time and prevent work from happening. And that's just how it is.,Sad
"At this point, my neighbor sent a routine update and I acknowledged it. Just needed to share this.",Normal
I just realized I took the usual route to the exam this morning. It's just too much.,Normal
