text,emotion
I went to the store today to pick up a few things we needed.,Normal
"Somehow, I reviewed some documents and provided my standard feedback. I needed to get that off my chest.",Normal
I need to vent — I'm beaming with pride over what I accomplished with the results.,Happy
I cannot calm down.,Anger
I need to vent — The afternoon was quiet and I got some reading done. I don't know what to do.,Normal
"Thinking about it now, I'm absolutely thrilled about work, it's the best news ever! Life goes on, I suppose.",Happy
"I always knew that I read a book for a bit before going to bed last night. Life goes on, I suppose.",Normal
"Right now, I reminded my boss about the appointment scheduled for Friday. I'll figure it out.",Normal
Life is beautiful.,Happy
I've had enough of my mentor disrespecting me every single day. I needed to get that off my chest.,Anger
I read a book for a bit before going to bed last night.,Normal
I need to vent — Today marks the happiest day of my life because of the competition.,Happy
"Honestly, This is absolutely inconsiderate, I'm so furious right now. I'm still processing everything.",Anger
"I have to say, Nothing feels the same since the competition occurred. It's just too much.",Sad
I feel completely normal.,Normal
"Somehow, I checked in with my boss and everything seems to be in order.",Normal
I feel wonderful.,Happy
"Looking back, There wasn't much happening today, just the usual routine. I'll figure it out.",Normal
I always knew that The commute was about the same as usual today. I don't know what to do.,Normal
"Right now, she told me they love me and I felt like I was floating. And that's just how it is.",Happy
I am intensely joyful.,Happy
"Right now, she left without saying goodbye and it broke me. I'm still processing everything.",Sad
We had a standard team meeting to go over the week's tasks. I don't know what to do.,Normal
I prepared a simple meal and watched some television. I needed to get that off my chest.,Normal
I've been crying all day thinking about the trip. It's just too much.,Sad
I am very unhappy.,Sad
"Thinking about it now, I yelled because I couldn't contain my frustration anymore. It's just too much.",Anger
"I can't believe my father did that to me, it's completely selfish! It is what it is.",Anger
"Thinking about it now, I feel so empty and hollow inside after what happened.",Sad
"To be honest, my colleague called me this afternoon and we talked for a while. I needed to get that off my chest.",Normal
I am full of joy.,Happy
"I have to say, I made a list of things I need to get done this week. I don't know what to do.",Normal
I am truly furious.,Anger
"Looking back, I stared at old photos of my teacher and just wept. It's just too much.",Sad
I've been grieving this loss for weeks and it hasn't gotten easier. I don't know what to do.,Sad
"At this point, This whole the outcome is a disaster and I'm absolutely fuming.",Anger
"Thinking about it now, The smile on my face hasn't faded since the interview happened. Just needed to share this.",Happy
"Honestly, I am absolutely seething at what my teacher just did.",Anger
I always knew that My patience has completely run out with this the process. It is what it is.,Anger
The world feels grey and meaningless since the game. I'll figure it out.,Sad
"Right now, The silence in the house since the conference is unbearable.",Sad
I feel defeated.,Sad
"I have to say, The injustice of this the event makes me want to scream. It's just too much.",Anger
I feel amazing.,Happy
"Right now, Everything reminds me of my supervisor and the pain comes flooding back.",Sad
The day ended without any major issues or surprises. Just needed to share this.,Normal
No one told me but Losing he has left a hole in my heart that won't heal. I'm still processing everything.,Sad
"Thinking about it now, I yelled because I couldn't contain my frustration anymore. And that's just how it is.",Anger
I am irritated beyond belief.,Anger
"Honestly, I can't stand how the manager always acts so unfair. I'll figure it out.",Anger
I always knew that Everything reminds me of my supervisor and the pain comes flooding back. Just needed to share this.,Sad
I can't stand how they always acts so infuriating.,Anger
"Looking back, the event turned out even better than I ever imagined it would. Life goes on, I suppose.",Happy
"I have to say, Life feels so beautiful and full of possibilities right now.",Happy
"No one told me but Nothing out of the ordinary happened today, just regular tasks. I needed to get that off my chest.",Normal
"Honestly, Today was such a wonderful day, everything went perfectly. Life goes on, I suppose.",Happy
I am crushed.,Sad
"I have to say, the manager was my whole world and now I don't know who I am. It's just too much.",Sad
"I have to say, I feel so alive and energized, everything feels right in the world. I don't know what to do.",Happy
I feel blessed.,Happy
I am hurting.,Sad
"Thinking about it now, my friend called me this afternoon and we talked for a while. And that's just how it is.",Normal
I am extremely angry.,Anger
"Somehow, my brother never listens and it drives me absolutely insane. And that's just how it is.",Anger
I need to vent — I wish I could turn back time and prevent the trip from happening.,Sad
"To be honest, I danced around the room when I heard the amazing news. It is what it is.",Happy
I got the the competition I've been working towards and I'm ecstatic! Just needed to share this.,Happy
"Right now, The weather was pretty average today, not too hot or cold. Just needed to share this.",Normal
"Thinking about it now, I keep grinning to myself thinking about how well the decision went. It is what it is.",Happy
my roommate surprised me today and I couldn't stop smiling all day. It's just too much.,Happy
I feel balanced.,Normal
No one told me but I spent the afternoon organizing some files on my computer. And that's just how it is.,Normal
